year,state,month,number,date,area,rain,wind,temp
2009,Rio,aug,1,01/01/2009,,,,
2010,Rio,aug,24,01/01/2010,,,,
2011,Rio,aug,10,01/01/2011,,,,
2012,Rio,aug,23,01/01/2012,,,,
2013,Rio,aug,2,01/01/2013,,,,
2014,Rio,aug,21,01/01/2014,,,,
2015,Rio,aug,16,01/01/2015,,,,
2016,Rio,aug,24,01/01/2016,,,,
2017,Rio,aug,21,01/01/2017,,,,
1998,Rio,sep,51,01/01/1998,,,,
1999,Rio,sep,35,01/01/1999,,,,
2000,Rio,sep,17,01/01/2000,,,,
2001,Rio,sep,45,01/01/2001,,,,
2002,Rio,sep,52,01/01/2002,,,,
2003,Rio,sep,112,01/01/2003,,,,
2004,Rio,sep,47,01/01/2004,,,,
2005,Rio,sep,37,01/01/2005,,,,
2006,Rio,sep,50,01/01/2006,,,,
2007,Rio,sep,50,01/01/2007,,,,
2008,Rio,sep,17,01/01/2008,,,,
2009,Rio,sep,29,01/01/2009,,,,
2010,Rio,sep,50,01/01/2010,,,,
2011,Rio,sep,22,01/01/2011,,,,
2012,Rio,sep,41,01/01/2012,,,,
2013,Rio,sep,7,01/01/2013,,,,
2014,Rio,sep,30,01/01/2014,,,,
2015,Rio,sep,36,01/01/2015,,,,
2016,Rio,sep,44,01/01/2016,,,,
2017,Rio,sep,48,01/01/2017,,,,
1998,Rio,oct,55,01/01/1998,,,,
1999,Rio,oct,40,01/01/1999,,,,
2000,Rio,oct,28,01/01/2000,,,,
2001,Rio,oct,34,01/01/2001,,,,
2002,Rio,oct,140,01/01/2002,,,,
2003,Rio,oct,276,01/01/2003,,,,
2004,Rio,oct,89,01/01/2004,,,,
2005,Rio,oct,168,01/01/2005,,,,
2006,Rio,oct,85,01/01/2006,,,,
2007,Rio,oct,88,01/01/2007,,,,
2008,Rio,oct,53,01/01/2008,,,,
2009,Rio,oct,84,01/01/2009,,,,
2010,Rio,oct,111,01/01/2010,,,,
2011,Rio,oct,76,01/01/2011,,,,
2012,Rio,oct,74,01/01/2012,,,,
2013,Rio,oct,71,01/01/2013,,,,
2014,Rio,oct,75,01/01/2014,,,,
2015,Rio,oct,129,01/01/2015,,,,
2016,Rio,oct,129,01/01/2016,,,,
2017,Rio,oct,85,01/01/2017,,,,
1998,Rio,nov,41,01/01/1998,,,,
1999,Rio,nov,62,01/01/1999,,,,
2000,Rio,nov,9,01/01/2000,,,,
2001,Rio,nov,41,01/01/2001,,,,
2002,Rio,nov,178,01/01/2002,,,,
2003,Rio,nov,366,01/01/2003,,,,
2004,Rio,nov,164,01/01/2004,,,,
2005,Rio,nov,249,01/01/2005,,,,
2006,Rio,nov,148,01/01/2006,,,,
2007,Rio,nov,130,01/01/2007,,,,
2008,Rio,nov,82,01/01/2008,,,,
2009,Rio,nov,172,01/01/2009,,,,
2010,Rio,nov,212,01/01/2010,,,,
2011,Rio,nov,144,01/01/2011,,,,
2012,Rio,nov,69,01/01/2012,,,,
2013,Rio,nov,77,01/01/2013,,,,
2014,Rio,nov,124,01/01/2014,,,,
2015,Rio,nov,105,01/01/2015,,,,
2016,Rio,nov,93,01/01/2016,,,,
2017,Rio,nov,89,01/01/2017,,,,
1998,Rio,dec,19,01/01/1998,,,,
1999,Rio,dec,29,01/01/1999,,,,
2000,Rio,dec,11,01/01/2000,,,,
2001,Rio,dec,20,01/01/2001,,,,
2002,Rio,dec,222,01/01/2002,,,,
2003,Rio,dec,278,01/01/2003,,,,
2004,Rio,dec,284,01/01/2004,,,,
2005,Rio,dec,149,01/01/2005,,,,
2006,Rio,dec,101,01/01/2006,,,,
2007,Rio,dec,80,01/01/2007,,,,
2008,Rio,dec,126,01/01/2008,,,,
2009,Rio,dec,221,01/01/2009,,,,
2010,Rio,dec,54,01/01/2010,,,,
2011,Rio,dec,125,01/01/2011,,,,
2012,Rio,dec,75,01/01/2012,,,,
2013,Rio,dec,46,01/01/2013,,,,
2014,Rio,dec,47,01/01/2014,,,,
2015,Rio,dec,74,01/01/2015,,,,
2016,Rio,dec,75,01/01/2016,,,,
1998,Rio,jan,0,01/01/1998,,,,
1999,Rio,jan,63,01/01/1999,,,,
2000,Rio,jan,126,01/01/2000,,,,
2001,Rio,jan,12,01/01/2001,,,,
2002,Rio,jan,265,01/01/2002,,,,
2003,Rio,jan,58,01/01/2003,,,,
2004,Rio,jan,70,01/01/2004,,,,
2005,Rio,jan,152,01/01/2005,,,,
2006,Rio,jan,46,01/01/2006,,,,
2007,Rio,jan,37,01/01/2007,,,,
2008,Rio,jan,42,01/01/2008,,,,
2009,Rio,jan,65,01/01/2009,,,,
2010,Rio,jan,22,01/01/2010,,,,
2011,Rio,jan,33,01/01/2011,,,,
2012,Rio,jan,61,01/01/2012,,,,
2013,Rio,jan,22,01/01/2013,,,,
2014,Rio,jan,53,01/01/2014,,,,
2015,Rio,jan,51,01/01/2015,,,,
2016,Rio,jan,68,01/01/2016,,,,
2017,Rio,jan,28,01/01/2017,,,,
1998,Rio,feb,0,01/01/1998,,,,
1999,Rio,feb,35,01/01/1999,,,,
2000,Rio,feb,43,01/01/2000,,,,
2001,Rio,feb,32,01/01/2001,,,,
2002,Rio,feb,38,01/01/2002,,,,
2003,Rio,feb,13,01/01/2003,,,,
2004,Rio,feb,52,01/01/2004,,,,
2005,Rio,feb,36,01/01/2005,,,,
2006,Rio,feb,34,01/01/2006,,,,
2007,Rio,feb,24,01/01/2007,,,,
2008,Rio,feb,30,01/01/2008,,,,
2009,Rio,feb,15,01/01/2009,,,,
2010,Rio,feb,23,01/01/2010,,,,
2011,Rio,feb,26,01/01/2011,,,,
2012,Rio,feb,39,01/01/2012,,,,
2013,Rio,feb,43,01/01/2013,,,,
2014,Rio,feb,37,01/01/2014,,,,
2015,Rio,feb,41,01/01/2015,,,,
2016,Rio,feb,55,01/01/2016,,,,
2017,Rio,feb,31,01/01/2017,,,,
1998,Rio,mar,0,01/01/1998,,,,
1999,Rio,mar,38,01/01/1999,,,,
2000,Rio,mar,51,01/01/2000,,,,
2001,Rio,mar,11,01/01/2001,,,,
2002,Rio,mar,26,01/01/2002,,,,
2003,Rio,mar,27,01/01/2003,,,,
2004,Rio,mar,149,01/01/2004,,,,
2005,Rio,mar,153,01/01/2005,,,,
2006,Rio,mar,76,01/01/2006,,,,
2007,Rio,mar,8,01/01/2007,,,,
2008,Rio,mar,38,01/01/2008,,,,
2009,Rio,mar,41,01/01/2009,,,,
2010,Rio,mar,21,01/01/2010,,,,
2011,Rio,mar,31,01/01/2011,,,,
2012,Rio,mar,50,01/01/2012,,,,
2013,Rio,mar,44,01/01/2013,,,,
2014,Rio,mar,58,01/01/2014,,,,
2015,Rio,mar,108,01/01/2015,,,,
2016,Rio,mar,30,01/01/2016,,,,
2017,Rio,mar,34,01/01/2017,,,,
1998,Rio,apr,0,01/01/1998,,,,
1999,Rio,apr,12,01/01/1999,,,,
2000,Rio,apr,1,01/01/2000,,,,
2001,Rio,apr,3,01/01/2001,,,,
2002,Rio,apr,6,01/01/2002,,,,
2003,Rio,apr,30,01/01/2003,,,,
2004,Rio,apr,98,01/01/2004,,,,
2005,Rio,apr,14,01/01/2005,,,,
2006,Rio,apr,59,01/01/2006,,,,
2007,Rio,apr,4,01/01/2007,,,,
2008,Rio,apr,110,01/01/2008,,,,
2009,Rio,apr,145,01/01/2009,,,,
2010,Rio,apr,72,01/01/2010,,,,
2011,Rio,apr,41,01/01/2011,,,,
2012,Rio,apr,41,01/01/2012,,,,
2013,Rio,apr,47,01/01/2013,,,,
2014,Rio,apr,60,01/01/2014,,,,
2015,Rio,apr,175,01/01/2015,,,,
2016,Rio,apr,32,01/01/2016,,,,
2017,Rio,apr,51,01/01/2017,,,,
1998,Rio,may,0,01/01/1998,,,,
1999,Rio,may,13,01/01/1999,,,,
2000,Rio,may,4,01/01/2000,,,,
2001,Rio,may,4,01/01/2001,,,,
2002,Rio,may,7,01/01/2002,,,,
2003,Rio,may,18,01/01/2003,,,,
2004,Rio,may,4,01/01/2004,,,,
2005,Rio,may,24,01/01/2005,,,,
2006,Rio,may,24,01/01/2006,,,,
2007,Rio,may,3,01/01/2007,,,,
2008,Rio,may,20,01/01/2008,,,,
2009,Rio,may,177,01/01/2009,,,,
2010,Rio,may,9,01/01/2010,,,,
2011,Rio,may,20,01/01/2011,,,,
2012,Rio,may,112,01/01/2012,,,,
2013,Rio,may,14,01/01/2013,,,,
2014,Rio,may,63,01/01/2014,,,,
2015,Rio,may,169,01/01/2015,,,,
2016,Rio,may,37,01/01/2016,,,,
2017,Rio,may,43,01/01/2017,,,,
1998,Rio,jun,0,01/01/1998,,,,
1999,Rio,jun,9,01/01/1999,,,,
2000,Rio,jun,0,01/01/2000,,,,
2001,Rio,jun,1,01/01/2001,,,,
2002,Rio,jun,4,01/01/2002,,,,
2003,Rio,jun,14,01/01/2003,,,,
2004,Rio,jun,52,01/01/2004,,,,
2005,Rio,jun,50,01/01/2005,,,,
2006,Rio,jun,7,01/01/2006,,,,
2007,Rio,jun,10,01/01/2007,,,,
2008,Rio,jun,16,01/01/2008,,,,
2009,Rio,jun,30,01/01/2009,,,,
2010,Rio,jun,4,01/01/2010,,,,
2011,Rio,jun,12,01/01/2011,,,,
2012,Rio,jun,86,01/01/2012,,,,
2013,Rio,jun,10,01/01/2013,,,,
2014,Rio,jun,62,01/01/2014,,,,
2015,Rio,jun,68,01/01/2015,,,,
2016,Rio,jun,261,01/01/2016,,,,
2017,Rio,jun,103,01/01/2017,,,,
1998,Rio,jul,0,01/01/1998,,,,
1999,Rio,jul,10,01/01/1999,,,,
2000,Rio,jul,6,01/01/2000,,,,
2001,Rio,jul,6,01/01/2001,,,,
2002,Rio,jul,93,01/01/2002,,,,
2003,Rio,jul,55,01/01/2003,,,,
2004,Rio,jul,156,01/01/2004,,,,
2005,Rio,jul,47,01/01/2005,,,,
2006,Rio,jul,45,01/01/2006,,,,
2007,Rio,jul,7,01/01/2007,,,,
2008,Rio,jul,25,01/01/2008,,,,
2009,Rio,jul,47,01/01/2009,,,,
2010,Rio,jul,34,01/01/2010,,,,
2011,Rio,jul,45,01/01/2011,,,,
2012,Rio,jul,134,01/01/2012,,,,
2013,Rio,jul,42,01/01/2013,,,,
2014,Rio,jul,209,01/01/2014,,,,
2015,Rio,jul,60,01/01/2015,,,,
2016,Rio,jul,865,01/01/2016,,,,
2017,Rio,jul,885,01/01/2017,,,,
1998,Rio,aug,9,01/01/1998,,,,
1999,Rio,aug,24,01/01/1999,,,,
2000,Rio,aug,18,01/01/2000,,,,
2001,Rio,aug,36,01/01/2001,,,,
2002,Rio,aug,824,01/01/2002,,,,
2003,Rio,aug,1.419,01/01/2003,,,,
2004,Rio,aug,403,01/01/2004,,,,
2005,Rio,aug,120,01/01/2005,,,,
2006,Rio,aug,642,01/01/2006,,,,
2007,Rio,aug,258,01/01/2007,,,,
2008,Rio,aug,56,01/01/2008,,,,
2009,Rio,aug,1.057,01/01/2009,,,,
2010,Rio,aug,267,01/01/2010,,,,
2011,Rio,aug,116,01/01/2011,,,,
2012,Rio,aug,410,01/01/2012,,,,
2013,Rio,aug,156,01/01/2013,,,,
2014,Rio,aug,1.168,01/01/2014,,,,
2015,Rio,aug,414,01/01/2015,,,,
2016,Rio,aug,1.111,01/01/2016,,,,
2017,Rio,aug,819,01/01/2017,,,,
1998,Rio,sep,60,01/01/1998,,,,
1999,Rio,sep,19,01/01/1999,,,,
2000,Rio,sep,27,01/01/2000,,,,
2001,Rio,sep,2,01/01/2001,,,,
2002,Rio,sep,226,01/01/2002,,,,
2003,Rio,sep,828,01/01/2003,,,,
2004,Rio,sep,431,01/01/2004,,,,
2005,Rio,sep,189,01/01/2005,,,,
2006,Rio,sep,444,01/01/2006,,,,
2007,Rio,sep,573,01/01/2007,,,,
2008,Rio,sep,97,01/01/2008,,,,
2009,Rio,sep,39,01/01/2009,,,,
2010,Rio,sep,250,01/01/2010,,,,
2011,Rio,sep,449,01/01/2011,,,,
2012,Rio,sep,113,01/01/2012,,,,
2013,Rio,sep,290,01/01/2013,,,,
2014,Rio,sep,224,01/01/2014,,,,
2015,Rio,sep,222,01/01/2015,,,,
2016,Rio,sep,628,01/01/2016,,,,
2017,Rio,sep,343,01/01/2017,,,,
1998,Rio,oct,169,01/01/1998,,,,
1999,Rio,oct,56,01/01/1999,,,,
2000,Rio,oct,10,01/01/2000,,,,
2001,Rio,oct,13,01/01/2001,,,,
2002,Rio,oct,10,01/01/2002,,,,
2003,Rio,oct,360,01/01/2003,,,,
2004,Rio,oct,680,01/01/2004,,,,
2005,Rio,oct,83,01/01/2005,,,,
2006,Rio,oct,160,01/01/2006,,,,
2007,Rio,oct,21,01/01/2007,,,,
2008,Rio,oct,135,01/01/2008,,,,
2009,Rio,oct,148,01/01/2009,,,,
2010,Rio,oct,95,01/01/2010,,,,
2011,Rio,oct,74,01/01/2011,,,,
2012,Rio,oct,91,01/01/2012,,,,
2013,Rio,oct,104,01/01/2013,,,,
2014,Rio,oct,110,01/01/2014,,,,
2015,Rio,oct,70,01/01/2015,,,,
2016,Rio,oct,93,01/01/2016,,,,
2017,Rio,oct,101,01/01/2017,,,,
1998,Rio,nov,28,01/01/1998,,,,
1999,Rio,nov,103,01/01/1999,,,,
2000,Rio,nov,18,01/01/2000,,,,
2001,Rio,nov,49,01/01/2001,,,,
2002,Rio,nov,117,01/01/2002,,,,
2003,Rio,nov,121,01/01/2003,,,,
2004,Rio,nov,161,01/01/2004,,,,
2005,Rio,nov,227,01/01/2005,,,,
2006,Rio,nov,27,01/01/2006,,,,
2007,Rio,nov,13,01/01/2007,,,,
2008,Rio,nov,14,01/01/2008,,,,
2009,Rio,nov,4,01/01/2009,,,,
2010,Rio,nov,90,01/01/2010,,,,
2011,Rio,nov,117,01/01/2011,,,,
2012,Rio,nov,74,01/01/2012,,,,
2013,Rio,nov,110,01/01/2013,,,,
2014,Rio,nov,68,01/01/2014,,,,
2015,Rio,nov,30,01/01/2015,,,,
2016,Rio,nov,105,01/01/2016,,,,
2017,Rio,nov,137,01/01/2017,,,,
1998,Rio,dec,605,01/01/1998,,,,
1999,Rio,dec,1.11,01/01/1999,,,,
2000,Rio,dec,80,01/01/2000,,,,
2001,Rio,dec,80,01/01/2001,,,,
2002,Rio,dec,45,01/01/2002,,,,
2003,Rio,dec,98,01/01/2003,,,,
2004,Rio,dec,99,01/01/2004,,,,
2005,Rio,dec,35,01/01/2005,,,,
2006,Rio,dec,15,01/01/2006,,,,
2007,Rio,dec,25,01/01/2007,,,,
2008,Rio,dec,32,01/01/2008,,,,
2009,Rio,dec,15,01/01/2009,,,,
2010,Rio,dec,103,01/01/2010,,,,
2011,Rio,dec,69,01/01/2011,,,,
2012,Rio,dec,38,01/01/2012,,,,
2013,Rio,dec,62,01/01/2013,,,,
2014,Rio,dec,31,01/01/2014,,,,
2015,Rio,dec,42,01/01/2015,,,,
2016,Rio,dec,79,01/01/2016,,,,
1998,Rondonia,jan,0,01/01/1998,,,,
1999,Rondonia,jan,1,01/01/1999,,,,
2000,Rondonia,jan,0,01/01/2000,,,,
2001,Rondonia,jan,0,01/01/2001,,,,
2002,Rondonia,jan,6,01/01/2002,,,,
2003,Rondonia,jan,62,01/01/2003,,,,
2004,Rondonia,jan,30,01/01/2004,,,,
2005,Rondonia,jan,99,01/01/2005,,,,
2006,Rondonia,jan,16,01/01/2006,,,,
2007,Rondonia,jan,33,01/01/2007,,,,
2008,Rondonia,jan,4,01/01/2008,,,,
2009,Rondonia,jan,17,01/01/2009,,,,
2010,Rondonia,jan,18,01/01/2010,,,,
2011,Rondonia,jan,1,01/01/2011,,,,
2012,Rondonia,jan,2,01/01/2012,,,,
2013,Rondonia,jan,7,01/01/2013,,,,
2014,Rondonia,jan,12,01/01/2014,,,,
2015,Rondonia,jan,30,01/01/2015,,,,
2016,Rondonia,jan,93,01/01/2016,,,,
2017,Rondonia,jan,44,01/01/2017,,,,
1998,Rondonia,feb,0,01/01/1998,,,,
1999,Rondonia,feb,1,01/01/1999,,,,
2000,Rondonia,feb,6,01/01/2000,,,,
2001,Rondonia,feb,2,01/01/2001,,,,
2002,Rondonia,feb,8,01/01/2002,,,,
2003,Rondonia,feb,10,01/01/2003,,,,
2004,Rondonia,feb,12,01/01/2004,,,,
2005,Rondonia,feb,42,01/01/2005,,,,
2006,Rondonia,feb,17,01/01/2006,,,,
2007,Rondonia,feb,8,01/01/2007,,,,
2008,Rondonia,feb,7,01/01/2008,,,,
2009,Rondonia,feb,1,01/01/2009,,,,
2010,Rondonia,feb,9,01/01/2010,,,,
2011,Rondonia,feb,2,01/01/2011,,,,
2012,Rondonia,feb,9,01/01/2012,,,,
2013,Rondonia,feb,8,01/01/2013,,,,
2014,Rondonia,feb,5,01/01/2014,,,,
2015,Rondonia,feb,22,01/01/2015,,,,
2016,Rondonia,feb,88,01/01/2016,,,,
2017,Rondonia,feb,10,01/01/2017,,,,
1998,Rondonia,mar,0,01/01/1998,,,,
1999,Rondonia,mar,8,01/01/1999,,,,
2000,Rondonia,mar,9,01/01/2000,,,,
2001,Rondonia,mar,0,01/01/2001,,,,
2002,Rondonia,mar,1,01/01/2002,,,,
2003,Rondonia,mar,13,01/01/2003,,,,
2004,Rondonia,mar,20,01/01/2004,,,,
2005,Rondonia,mar,17,01/01/2005,,,,
2006,Rondonia,mar,15,01/01/2006,,,,
2007,Rondonia,mar,20,01/01/2007,,,,
2008,Rondonia,mar,2,01/01/2008,,,,
2009,Rondonia,mar,12,01/01/2009,,,,
2010,Rondonia,mar,11,01/01/2010,,,,
2011,Rondonia,mar,6,01/01/2011,,,,
2012,Rondonia,mar,6,01/01/2012,,,,
2013,Rondonia,mar,23,01/01/2013,,,,
2014,Rondonia,mar,13,01/01/2014,,,,
2015,Rondonia,mar,15,01/01/2015,,,,
2016,Rondonia,mar,25,01/01/2016,,,,
2017,Rondonia,mar,21,01/01/2017,,,,
1998,Rondonia,apr,0,01/01/1998,,,,
1999,Rondonia,apr,3,01/01/1999,,,,
2000,Rondonia,apr,0,01/01/2000,,,,
2001,Rondonia,apr,0,01/01/2001,,,,
2002,Rondonia,apr,3,01/01/2002,,,,
2003,Rondonia,apr,10,01/01/2003,,,,
2004,Rondonia,apr,14,01/01/2004,,,,
2005,Rondonia,apr,7,01/01/2005,,,,
2006,Rondonia,apr,0,01/01/2006,,,,
2007,Rondonia,apr,0,01/01/2007,,,,
2008,Rondonia,apr,8,01/01/2008,,,,
2009,Rondonia,apr,3,01/01/2009,,,,
2010,Rondonia,apr,19,01/01/2010,,,,
2011,Rondonia,apr,8,01/01/2011,,,,
2012,Rondonia,apr,12,01/01/2012,,,,
2013,Rondonia,apr,9,01/01/2013,,,,
2014,Rondonia,apr,15,01/01/2014,,,,
2015,Rondonia,apr,15,01/01/2015,,,,
2016,Rondonia,apr,59,01/01/2016,,,,
2017,Rondonia,apr,19,01/01/2017,,,,
1998,Rondonia,may,0,01/01/1998,,,,
1999,Rondonia,may,3,01/01/1999,,,,
2000,Rondonia,may,13,01/01/2000,,,,
2001,Rondonia,may,5,01/01/2001,,,,
2002,Rondonia,may,10,01/01/2002,,,,
2003,Rondonia,may,21,01/01/2003,,,,
2004,Rondonia,may,9,01/01/2004,,,,
2005,Rondonia,may,38,01/01/2005,,,,
2006,Rondonia,may,7,01/01/2006,,,,
2007,Rondonia,may,4,01/01/2007,,,,
2008,Rondonia,may,1,01/01/2008,,,,
2009,Rondonia,may,6,01/01/2009,,,,
2010,Rondonia,may,41,01/01/2010,,,,
2011,Rondonia,may,54,01/01/2011,,,,
2012,Rondonia,may,22,01/01/2012,,,,
2013,Rondonia,may,9,01/01/2013,,,,
2014,Rondonia,may,28,01/01/2014,,,,
2015,Rondonia,may,13,01/01/2015,,,,
2016,Rondonia,may,44,01/01/2016,,,,
2017,Rondonia,may,31,01/01/2017,,,,
1998,Rondonia,jun,26,01/01/1998,,,,
1999,Rondonia,jun,10,01/01/1999,,,,
2000,Rondonia,jun,54,01/01/2000,,,,
2001,Rondonia,jun,31,01/01/2001,,,,
2002,Rondonia,jun,141,01/01/2002,,,,
2003,Rondonia,jun,74,01/01/2003,,,,
2004,Rondonia,jun,151,01/01/2004,,,,
2005,Rondonia,jun,153,01/01/2005,,,,
2006,Rondonia,jun,40,01/01/2006,,,,
2007,Rondonia,jun,71,01/01/2007,,,,
2008,Rondonia,jun,11,01/01/2008,,,,
2009,Rondonia,jun,13,01/01/2009,,,,
2010,Rondonia,jun,44,01/01/2010,,,,
2011,Rondonia,jun,130,01/01/2011,,,,
2012,Rondonia,jun,32,01/01/2012,,,,
2013,Rondonia,jun,22,01/01/2013,,,,
2014,Rondonia,jun,92,01/01/2014,,,,
2015,Rondonia,jun,119,01/01/2015,,,,
2016,Rondonia,jun,170,01/01/2016,,,,
2017,Rondonia,jun,192,01/01/2017,,,,
1998,Rondonia,jul,365,01/01/1998,,,,
1999,Rondonia,jul,135,01/01/1999,,,,
2000,Rondonia,jul,117,01/01/2000,,,,
2001,Rondonia,jul,74,01/01/2001,,,,
2002,Rondonia,jul,539,01/01/2002,,,,
2003,Rondonia,jul,516,01/01/2003,,,,
2004,Rondonia,jul,1.233,01/01/2004,,,,
2005,Rondonia,jul,798,01/01/2005,,,,
2006,Rondonia,jul,314,01/01/2006,,,,
2007,Rondonia,jul,187,01/01/2007,,,,
2008,Rondonia,jul,138,01/01/2008,,,,
2009,Rondonia,jul,110,01/01/2009,,,,
2010,Rondonia,jul,747,01/01/2010,,,,
2011,Rondonia,jul,293,01/01/2011,,,,
2012,Rondonia,jul,205,01/01/2012,,,,
2013,Rondonia,jul,117,01/01/2013,,,,
2014,Rondonia,jul,192,01/01/2014,,,,
2015,Rondonia,jul,423,01/01/2015,,,,
2016,Rondonia,jul,969,01/01/2016,,,,
2017,Rondonia,jul,1.28,01/01/2017,,,,
1998,Rondonia,aug,2.254,01/01/1998,,,,
1999,Rondonia,aug,1.976,01/01/1999,,,,
2000,Rondonia,aug,2.197,01/01/2000,,,,
2001,Rondonia,aug,2.132,01/01/2001,,,,
2002,Rondonia,aug,3.465,01/01/2002,,,,
2003,Rondonia,aug,7.06,01/01/2003,,,,
2004,Rondonia,aug,6.893,01/01/2004,,,,
2005,Rondonia,aug,6.672,01/01/2005,,,,
2006,Rondonia,aug,3.124,01/01/2006,,,,
2007,Rondonia,aug,4.786,01/01/2007,,,,
2008,Rondonia,aug,1.251,01/01/2008,,,,
2009,Rondonia,aug,484,01/01/2009,,,,
2010,Rondonia,aug,4.388,01/01/2010,,,,
2011,Rondonia,aug,1.161,01/01/2011,,,,
2012,Rondonia,aug,2.209,01/01/2012,,,,
2013,Rondonia,aug,885,01/01/2013,,,,
2014,Rondonia,aug,3.038,01/01/2014,,,,
2015,Rondonia,aug,3.762,01/01/2015,,,,
2016,Rondonia,aug,3.675,01/01/2016,,,,
2017,Rondonia,aug,4.287,01/01/2017,,,,
1998,Rondonia,sep,3.753,01/01/1998,,,,
1999,Rondonia,sep,3.062,01/01/1999,,,,
2000,Rondonia,sep,2.438,01/01/2000,,,,
2001,Rondonia,sep,1.927,01/01/2001,,,,
2002,Rondonia,sep,7.067,01/01/2002,,,,
2003,Rondonia,sep,6.89,01/01/2003,,,,
2004,Rondonia,sep,13.05,01/01/2004,,,,
2005,Rondonia,sep,13.972,01/01/2005,,,,
2006,Rondonia,sep,9.92,01/01/2006,,,,
2007,Rondonia,sep,6.832,01/01/2007,,,,
2008,Rondonia,sep,3.726,01/01/2008,,,,
2009,Rondonia,sep,1.869,01/01/2009,,,,
2010,Rondonia,sep,4.893,01/01/2010,,,,
2011,Rondonia,sep,1.782,01/01/2011,,,,
2012,Rondonia,sep,2.471,01/01/2012,,,,
2013,Rondonia,sep,1.776,01/01/2013,,,,
2014,Rondonia,sep,2.8,01/01/2014,,,,
2015,Rondonia,sep,6.129,01/01/2015,,,,
2016,Rondonia,sep,4.208,01/01/2016,,,,
2017,Rondonia,sep,5.638,01/01/2017,,,,
1998,Rondonia,oct,483,01/01/1998,,,,
1999,Rondonia,oct,1.884,01/01/1999,,,,
2000,Rondonia,oct,644,01/01/2000,,,,
2001,Rondonia,oct,796,01/01/2001,,,,
2002,Rondonia,oct,3.554,01/01/2002,,,,
2003,Rondonia,oct,4.962,01/01/2003,,,,
2004,Rondonia,oct,3.094,01/01/2004,,,,
2005,Rondonia,oct,2.559,01/01/2005,,,,
2006,Rondonia,oct,1.148,01/01/2006,,,,
2007,Rondonia,oct,2.023,01/01/2007,,,,
2008,Rondonia,oct,1.482,01/01/2008,,,,
2009,Rondonia,oct,1.444,01/01/2009,,,,
2010,Rondonia,oct,1.307,01/01/2010,,,,
2011,Rondonia,oct,822,01/01/2011,,,,
2012,Rondonia,oct,1.229,01/01/2012,,,,
2013,Rondonia,oct,555,01/01/2013,,,,
2014,Rondonia,oct,1.063,01/01/2014,,,,
2015,Rondonia,oct,2.598,01/01/2015,,,,
2016,Rondonia,oct,1.844,01/01/2016,,,,
2017,Rondonia,oct,2.19,01/01/2017,,,,
1998,Rondonia,nov,3,01/01/1998,,,,
1999,Rondonia,nov,41,01/01/1999,,,,
2000,Rondonia,nov,13,01/01/2000,,,,
2001,Rondonia,nov,91,01/01/2001,,,,
2002,Rondonia,nov,639,01/01/2002,,,,
2003,Rondonia,nov,526,01/01/2003,,,,
2004,Rondonia,nov,452,01/01/2004,,,,
2005,Rondonia,nov,465,01/01/2005,,,,
2006,Rondonia,nov,253,01/01/2006,,,,
2007,Rondonia,nov,53,01/01/2007,,,,
2008,Rondonia,nov,78,01/01/2008,,,,
2009,Rondonia,nov,128,01/01/2009,,,,
2010,Rondonia,nov,238,01/01/2010,,,,
2011,Rondonia,nov,245,01/01/2011,,,,
2012,Rondonia,nov,174,01/01/2012,,,,
2013,Rondonia,nov,108,01/01/2013,,,,
2014,Rondonia,nov,202,01/01/2014,,,,
2015,Rondonia,nov,1.002,01/01/2015,,,,
2016,Rondonia,nov,401,01/01/2016,,,,
2017,Rondonia,nov,372,01/01/2017,,,,
1998,Rondonia,dec,33,01/01/1998,,,,
1999,Rondonia,dec,0,01/01/1999,,,,
2000,Rondonia,dec,7,01/01/2000,,,,
2001,Rondonia,dec,1,01/01/2001,,,,
2002,Rondonia,dec,91,01/01/2002,,,,
2003,Rondonia,dec,214,01/01/2003,,,,
2004,Rondonia,dec,208,01/01/2004,,,,
2005,Rondonia,dec,36,01/01/2005,,,,
2006,Rondonia,dec,4,01/01/2006,,,,
2007,Rondonia,dec,6,01/01/2007,,,,
2008,Rondonia,dec,2,01/01/2008,,,,
2009,Rondonia,dec,9,01/01/2009,,,,
2010,Rondonia,dec,158,01/01/2010,,,,
2011,Rondonia,dec,37,01/01/2011,,,,
2012,Rondonia,dec,50,01/01/2012,,,,
2013,Rondonia,dec,143,01/01/2013,,,,
2014,Rondonia,dec,144,01/01/2014,,,,
2015,Rondonia,dec,282,01/01/2015,,,,
2016,Rondonia,dec,148,01/01/2016,,,,
1998,Roraima,jan,0,01/01/1998,,,,
1999,Roraima,jan,15,01/01/1999,,,,
2000,Roraima,jan,18,01/01/2000,,,,
2001,Roraima,jan,101,01/01/2001,,,,
2002,Roraima,jan,302,01/01/2002,,,,
2003,Roraima,jan,547,01/01/2003,,,,
2004,Roraima,jan,355,01/01/2004,,,,
2005,Roraima,jan,106,01/01/2005,,,,
2006,Roraima,jan,70,01/01/2006,,,,
2007,Roraima,jan,194,01/01/2007,,,,
2008,Roraima,jan,245,01/01/2008,,,,
2009,Roraima,jan,45,01/01/2009,,,,
2010,Roraima,jan,351,01/01/2010,,,,
2011,Roraima,jan,225,01/01/2011,,,,
2012,Roraima,jan,217,01/01/2012,,,,
2013,Roraima,jan,397,01/01/2013,,,,
