"","year","state","month","number","date"
"5385",2003,"Roraima","jul",0,"2003-01-01"
"5386",2004,"Roraima","jul",2,"2004-01-01"
"5387",2005,"Roraima","jul",2,"2005-01-01"
"5388",2006,"Roraima","jul",0,"2006-01-01"
"5389",2007,"Roraima","jul",3,"2007-01-01"
"5390",2008,"Roraima","jul",0,"2008-01-01"
"5391",2009,"Roraima","jul",18,"2009-01-01"
"5392",2010,"Roraima","jul",1,"2010-01-01"
"5393",2011,"Roraima","jul",9,"2011-01-01"
"5394",2012,"Roraima","jul",2,"2012-01-01"
"5395",2013,"Roraima","jul",4,"2013-01-01"
"5396",2014,"Roraima","jul",9,"2014-01-01"
"5397",2015,"Roraima","jul",5,"2015-01-01"
"5398",2016,"Roraima","jul",0,"2016-01-01"
"5399",2017,"Roraima","jul",3,"2017-01-01"
"5400",1998,"Roraima","aug",0,"1998-01-01"
"5401",1999,"Roraima","aug",1,"1999-01-01"
"5402",2000,"Roraima","aug",9,"2000-01-01"
"5403",2001,"Roraima","aug",4,"2001-01-01"
"5404",2002,"Roraima","aug",7,"2002-01-01"
"5405",2003,"Roraima","aug",2,"2003-01-01"
"5406",2004,"Roraima","aug",18,"2004-01-01"
"5407",2005,"Roraima","aug",9,"2005-01-01"
"5408",2006,"Roraima","aug",4,"2006-01-01"
"5409",2007,"Roraima","aug",2,"2007-01-01"
"5410",2008,"Roraima","aug",4,"2008-01-01"
"5411",2009,"Roraima","aug",29,"2009-01-01"
"5412",2010,"Roraima","aug",3,"2010-01-01"
"5413",2011,"Roraima","aug",39,"2011-01-01"
"5414",2012,"Roraima","aug",4,"2012-01-01"
"5415",2013,"Roraima","aug",3,"2013-01-01"
"5416",2014,"Roraima","aug",12,"2014-01-01"
"5417",2015,"Roraima","aug",11,"2015-01-01"
"5418",2016,"Roraima","aug",11,"2016-01-01"
"5419",2017,"Roraima","aug",35,"2017-01-01"
"5420",1998,"Roraima","sep",2,"1998-01-01"
"5421",1999,"Roraima","sep",3,"1999-01-01"
"5422",2000,"Roraima","sep",12,"2000-01-01"
"5423",2001,"Roraima","sep",1,"2001-01-01"
"5424",2002,"Roraima","sep",48,"2002-01-01"
"5425",2003,"Roraima","sep",6,"2003-01-01"
"5426",2004,"Roraima","sep",9,"2004-01-01"
"5427",2005,"Roraima","sep",72,"2005-01-01"
"5428",2006,"Roraima","sep",40,"2006-01-01"
"5429",2007,"Roraima","sep",9,"2007-01-01"
"5430",2008,"Roraima","sep",17,"2008-01-01"
"5431",2009,"Roraima","sep",117,"2009-01-01"
"5432",2010,"Roraima","sep",18,"2010-01-01"
"5433",2011,"Roraima","sep",53,"2011-01-01"
"5434",2012,"Roraima","sep",67,"2012-01-01"
"5435",2013,"Roraima","sep",18,"2013-01-01"
"5436",2014,"Roraima","sep",67,"2014-01-01"
"5437",2015,"Roraima","sep",77,"2015-01-01"
"5438",2016,"Roraima","sep",19,"2016-01-01"
"5439",2017,"Roraima","sep",43,"2017-01-01"
"5440",1998,"Roraima","oct",1,"1998-01-01"
"5441",1999,"Roraima","oct",10,"1999-01-01"
"5442",2000,"Roraima","oct",25,"2000-01-01"
"5443",2001,"Roraima","oct",13,"2001-01-01"
"5444",2002,"Roraima","oct",191,"2002-01-01"
"5445",2003,"Roraima","oct",14,"2003-01-01"
"5446",2004,"Roraima","oct",53,"2004-01-01"
"5447",2005,"Roraima","oct",88,"2005-01-01"
"5448",2006,"Roraima","oct",135,"2006-01-01"
"5449",2007,"Roraima","oct",15,"2007-01-01"
"5450",2008,"Roraima","oct",78,"2008-01-01"
"5451",2009,"Roraima","oct",197,"2009-01-01"
"5452",2010,"Roraima","oct",64,"2010-01-01"
"5453",2011,"Roraima","oct",65,"2011-01-01"
"5454",2012,"Roraima","oct",152,"2012-01-01"
"5455",2013,"Roraima","oct",63,"2013-01-01"
"5456",2014,"Roraima","oct",61,"2014-01-01"
"5457",2015,"Roraima","oct",181,"2015-01-01"
"5458",2016,"Roraima","oct",101,"2016-01-01"
"5459",2017,"Roraima","oct",156,"2017-01-01"
"5460",1998,"Roraima","nov",1,"1998-01-01"
"5461",1999,"Roraima","nov",15,"1999-01-01"
"5462",2000,"Roraima","nov",32,"2000-01-01"
"5463",2001,"Roraima","nov",76,"2001-01-01"
"5464",2002,"Roraima","nov",133,"2002-01-01"
"5465",2003,"Roraima","nov",27,"2003-01-01"
"5466",2004,"Roraima","nov",135,"2004-01-01"
"5467",2005,"Roraima","nov",135,"2005-01-01"
"5468",2006,"Roraima","nov",26,"2006-01-01"
"5469",2007,"Roraima","nov",112,"2007-01-01"
"5470",2008,"Roraima","nov",39,"2008-01-01"
"5471",2009,"Roraima","nov",312,"2009-01-01"
"5472",2010,"Roraima","nov",27,"2010-01-01"
"5473",2011,"Roraima","nov",121,"2011-01-01"
"5474",2012,"Roraima","nov",187,"2012-01-01"
"5475",2013,"Roraima","nov",106,"2013-01-01"
"5476",2014,"Roraima","nov",143,"2014-01-01"
"5477",2015,"Roraima","nov",280,"2015-01-01"
"5478",2016,"Roraima","nov",71,"2016-01-01"
"5479",2017,"Roraima","nov",327,"2017-01-01"
"5480",1998,"Roraima","dec",16,"1998-01-01"
"5481",1999,"Roraima","dec",35,"1999-01-01"
"5482",2000,"Roraima","dec",77,"2000-01-01"
"5483",2001,"Roraima","dec",76,"2001-01-01"
"5484",2002,"Roraima","dec",199,"2002-01-01"
"5485",2003,"Roraima","dec",157,"2003-01-01"
"5486",2004,"Roraima","dec",160,"2004-01-01"
"5487",2005,"Roraima","dec",71,"2005-01-01"
"5488",2006,"Roraima","dec",101,"2006-01-01"
"5489",2007,"Roraima","dec",8,"2007-01-01"
"5490",2008,"Roraima","dec",5,"2008-01-01"
"5491",2009,"Roraima","dec",290,"2009-01-01"
"5492",2010,"Roraima","dec",73,"2010-01-01"
"5493",2011,"Roraima","dec",249,"2011-01-01"
"5494",2012,"Roraima","dec",78,"2012-01-01"
"5495",2013,"Roraima","dec",65,"2013-01-01"
"5496",2014,"Roraima","dec",277,"2014-01-01"
"5497",2015,"Roraima","dec",304,"2015-01-01"
"5498",2016,"Roraima","dec",136,"2016-01-01"
"5499",1998,"Santa Catarina","jan",0,"1998-01-01"
"5500",1999,"Santa Catarina","jan",11,"1999-01-01"
"5501",2000,"Santa Catarina","jan",14,"2000-01-01"
"5502",2001,"Santa Catarina","jan",11,"2001-01-01"
"5503",2002,"Santa Catarina","jan",22,"2002-01-01"
"5504",2003,"Santa Catarina","jan",45,"2003-01-01"
"5505",2004,"Santa Catarina","jan",37,"2004-01-01"
"5506",2005,"Santa Catarina","jan",46,"2005-01-01"
"5507",2006,"Santa Catarina","jan",41,"2006-01-01"
"5508",2007,"Santa Catarina","jan",9,"2007-01-01"
"5509",2008,"Santa Catarina","jan",25,"2008-01-01"
"5510",2009,"Santa Catarina","jan",21,"2009-01-01"
"5511",2010,"Santa Catarina","jan",2,"2010-01-01"
"5512",2011,"Santa Catarina","jan",9,"2011-01-01"
"5513",2012,"Santa Catarina","jan",14,"2012-01-01"
"5514",2013,"Santa Catarina","jan",18,"2013-01-01"
"5515",2014,"Santa Catarina","jan",58,"2014-01-01"
"5516",2015,"Santa Catarina","jan",28,"2015-01-01"
"5517",2016,"Santa Catarina","jan",53,"2016-01-01"
"5518",2017,"Santa Catarina","jan",46,"2017-01-01"
"5519",1998,"Santa Catarina","feb",0,"1998-01-01"
"5520",1999,"Santa Catarina","feb",2,"1999-01-01"
"5521",2000,"Santa Catarina","feb",8,"2000-01-01"
"5522",2001,"Santa Catarina","feb",0,"2001-01-01"
"5523",2002,"Santa Catarina","feb",5,"2002-01-01"
"5524",2003,"Santa Catarina","feb",43,"2003-01-01"
"5525",2004,"Santa Catarina","feb",29,"2004-01-01"
"5526",2005,"Santa Catarina","feb",46,"2005-01-01"
"5527",2006,"Santa Catarina","feb",18,"2006-01-01"
"5528",2007,"Santa Catarina","feb",14,"2007-01-01"
"5529",2008,"Santa Catarina","feb",29,"2008-01-01"
"5530",2009,"Santa Catarina","feb",7,"2009-01-01"
"5531",2010,"Santa Catarina","feb",15,"2010-01-01"
"5532",2011,"Santa Catarina","feb",1,"2011-01-01"
"5533",2012,"Santa Catarina","feb",13,"2012-01-01"
"5534",2013,"Santa Catarina","feb",12,"2013-01-01"
"5535",2014,"Santa Catarina","feb",27,"2014-01-01"
"5536",2015,"Santa Catarina","feb",23,"2015-01-01"
"5537",2016,"Santa Catarina","feb",10,"2016-01-01"
"5538",2017,"Santa Catarina","feb",31,"2017-01-01"
"5539",1998,"Santa Catarina","mar",0,"1998-01-01"
"5540",1999,"Santa Catarina","mar",7,"1999-01-01"
"5541",2000,"Santa Catarina","mar",46,"2000-01-01"
"5542",2001,"Santa Catarina","mar",1,"2001-01-01"
"5543",2002,"Santa Catarina","mar",12,"2002-01-01"
"5544",2003,"Santa Catarina","mar",58,"2003-01-01"
"5545",2004,"Santa Catarina","mar",73,"2004-01-01"
"5546",2005,"Santa Catarina","mar",92,"2005-01-01"
"5547",2006,"Santa Catarina","mar",48,"2006-01-01"
"5548",2007,"Santa Catarina","mar",23,"2007-01-01"
"5549",2008,"Santa Catarina","mar",14,"2008-01-01"
"5550",2009,"Santa Catarina","mar",33,"2009-01-01"
"5551",2010,"Santa Catarina","mar",9,"2010-01-01"
"5552",2011,"Santa Catarina","mar",8,"2011-01-01"
"5553",2012,"Santa Catarina","mar",65,"2012-01-01"
"5554",2013,"Santa Catarina","mar",14,"2013-01-01"
"5555",2014,"Santa Catarina","mar",15,"2014-01-01"
"5556",2015,"Santa Catarina","mar",37,"2015-01-01"
"5557",2016,"Santa Catarina","mar",21,"2016-01-01"
"5558",2017,"Santa Catarina","mar",12,"2017-01-01"
"5559",1998,"Santa Catarina","apr",0,"1998-01-01"
"5560",1999,"Santa Catarina","apr",0,"1999-01-01"
"5561",2000,"Santa Catarina","apr",7,"2000-01-01"
"5562",2001,"Santa Catarina","apr",1,"2001-01-01"
"5563",2002,"Santa Catarina","apr",7,"2002-01-01"
"5564",2003,"Santa Catarina","apr",120,"2003-01-01"
"5565",2004,"Santa Catarina","apr",59,"2004-01-01"
"5566",2005,"Santa Catarina","apr",25,"2005-01-01"
"5567",2006,"Santa Catarina","apr",30,"2006-01-01"
"5568",2007,"Santa Catarina","apr",2,"2007-01-01"
"5569",2008,"Santa Catarina","apr",31,"2008-01-01"
"5570",2009,"Santa Catarina","apr",57,"2009-01-01"
"5571",2010,"Santa Catarina","apr",19,"2010-01-01"
"5572",2011,"Santa Catarina","apr",5,"2011-01-01"
"5573",2012,"Santa Catarina","apr",40,"2012-01-01"
"5574",2013,"Santa Catarina","apr",46,"2013-01-01"
"5575",2014,"Santa Catarina","apr",34,"2014-01-01"
"5576",2015,"Santa Catarina","apr",32,"2015-01-01"
"5577",2016,"Santa Catarina","apr",36,"2016-01-01"
"5578",2017,"Santa Catarina","apr",26,"2017-01-01"
"5579",1998,"Santa Catarina","may",0,"1998-01-01"
"5580",1999,"Santa Catarina","may",1,"1999-01-01"
"5581",2000,"Santa Catarina","may",0,"2000-01-01"
"5582",2001,"Santa Catarina","may",2,"2001-01-01"
"5583",2002,"Santa Catarina","may",3,"2002-01-01"
"5584",2003,"Santa Catarina","may",84,"2003-01-01"
"5585",2004,"Santa Catarina","may",2,"2004-01-01"
"5586",2005,"Santa Catarina","may",21,"2005-01-01"
"5587",2006,"Santa Catarina","may",33,"2006-01-01"
"5588",2007,"Santa Catarina","may",2,"2007-01-01"
"5589",2008,"Santa Catarina","may",15,"2008-01-01"
"5590",2009,"Santa Catarina","may",33,"2009-01-01"
"5591",2010,"Santa Catarina","may",1,"2010-01-01"
"5592",2011,"Santa Catarina","may",16,"2011-01-01"
"5593",2012,"Santa Catarina","may",60,"2012-01-01"
"5594",2013,"Santa Catarina","may",52,"2013-01-01"
"5595",2014,"Santa Catarina","may",42,"2014-01-01"
"5596",2015,"Santa Catarina","may",70,"2015-01-01"
"5597",2016,"Santa Catarina","may",26,"2016-01-01"
"5598",2017,"Santa Catarina","may",36,"2017-01-01"
"5599",1998,"Santa Catarina","jun",2,"1998-01-01"
"5600",1999,"Santa Catarina","jun",0,"1999-01-01"
"5601",2000,"Santa Catarina","jun",2,"2000-01-01"
"5602",2001,"Santa Catarina","jun",1,"2001-01-01"
"5603",2002,"Santa Catarina","jun",0,"2002-01-01"
"5604",2003,"Santa Catarina","jun",68,"2003-01-01"
"5605",2004,"Santa Catarina","jun",127,"2004-01-01"
"5606",2005,"Santa Catarina","jun",58,"2005-01-01"
"5607",2006,"Santa Catarina","jun",32,"2006-01-01"
"5608",2007,"Santa Catarina","jun",11,"2007-01-01"
"5609",2008,"Santa Catarina","jun",2,"2008-01-01"
"5610",2009,"Santa Catarina","jun",14,"2009-01-01"
"5611",2010,"Santa Catarina","jun",1,"2010-01-01"
"5612",2011,"Santa Catarina","jun",26,"2011-01-01"
"5613",2012,"Santa Catarina","jun",42,"2012-01-01"
"5614",2013,"Santa Catarina","jun",31,"2013-01-01"
"5615",2014,"Santa Catarina","jun",3,"2014-01-01"
"5616",2015,"Santa Catarina","jun",104,"2015-01-01"
"5617",2016,"Santa Catarina","jun",79,"2016-01-01"
"5618",2017,"Santa Catarina","jun",70,"2017-01-01"
"5619",1998,"Santa Catarina","jul",0,"1998-01-01"
"5620",1999,"Santa Catarina","jul",2,"1999-01-01"
"5621",2000,"Santa Catarina","jul",21,"2000-01-01"
"5622",2001,"Santa Catarina","jul",5,"2001-01-01"
"5623",2002,"Santa Catarina","jul",82,"2002-01-01"
"5624",2003,"Santa Catarina","jul",43,"2003-01-01"
"5625",2004,"Santa Catarina","jul",94,"2004-01-01"
"5626",2005,"Santa Catarina","jul",90,"2005-01-01"
"5627",2006,"Santa Catarina","jul",74,"2006-01-01"
"5628",2007,"Santa Catarina","jul",12,"2007-01-01"
"5629",2008,"Santa Catarina","jul",46,"2008-01-01"
"5630",2009,"Santa Catarina","jul",26,"2009-01-01"
"5631",2010,"Santa Catarina","jul",31,"2010-01-01"
"5632",2011,"Santa Catarina","jul",31,"2011-01-01"
"5633",2012,"Santa Catarina","jul",42,"2012-01-01"
"5634",2013,"Santa Catarina","jul",69,"2013-01-01"
"5635",2014,"Santa Catarina","jul",82,"2014-01-01"
"5636",2015,"Santa Catarina","jul",45,"2015-01-01"
"5637",2016,"Santa Catarina","jul",480,"2016-01-01"
"5638",2017,"Santa Catarina","jul",591,"2017-01-01"
"5639",1998,"Santa Catarina","aug",0,"1998-01-01"
"5640",1999,"Santa Catarina","aug",51,"1999-01-01"
"5641",2000,"Santa Catarina","aug",69,"2000-01-01"
"5642",2001,"Santa Catarina","aug",24,"2001-01-01"
"5643",2002,"Santa Catarina","aug",702,"2002-01-01"
"5644",2003,"Santa Catarina","aug",1.513,"2003-01-01"
"5645",2004,"Santa Catarina","aug",728,"2004-01-01"
"5646",2005,"Santa Catarina","aug",391,"2005-01-01"
"5647",2006,"Santa Catarina","aug",728,"2006-01-01"
"5648",2007,"Santa Catarina","aug",462,"2007-01-01"
"5649",2008,"Santa Catarina","aug",51,"2008-01-01"
"5650",2009,"Santa Catarina","aug",759,"2009-01-01"
"5651",2010,"Santa Catarina","aug",511,"2010-01-01"
"5652",2011,"Santa Catarina","aug",175,"2011-01-01"
"5653",2012,"Santa Catarina","aug",398,"2012-01-01"
"5654",2013,"Santa Catarina","aug",236,"2013-01-01"
"5655",2014,"Santa Catarina","aug",459,"2014-01-01"
"5656",2015,"Santa Catarina","aug",379,"2015-01-01"
"5657",2016,"Santa Catarina","aug",765,"2016-01-01"
"5658",2017,"Santa Catarina","aug",713,"2017-01-01"
"5659",1998,"Santa Catarina","sep",6,"1998-01-01"
"5660",1999,"Santa Catarina","sep",101,"1999-01-01"
"5661",2000,"Santa Catarina","sep",36,"2000-01-01"
"5662",2001,"Santa Catarina","sep",18,"2001-01-01"
"5663",2002,"Santa Catarina","sep",416,"2002-01-01"
"5664",2003,"Santa Catarina","sep",1.339,"2003-01-01"
"5665",2004,"Santa Catarina","sep",755,"2004-01-01"
"5666",2005,"Santa Catarina","sep",116,"2005-01-01"
"5667",2006,"Santa Catarina","sep",530,"2006-01-01"
"5668",2007,"Santa Catarina","sep",617,"2007-01-01"
"5669",2008,"Santa Catarina","sep",233,"2008-01-01"
"5670",2009,"Santa Catarina","sep",47,"2009-01-01"
"5671",2010,"Santa Catarina","sep",198,"2010-01-01"
"5672",2011,"Santa Catarina","sep",450,"2011-01-01"
"5673",2012,"Santa Catarina","sep",188,"2012-01-01"
"5674",2013,"Santa Catarina","sep",303,"2013-01-01"
"5675",2014,"Santa Catarina","sep",208,"2014-01-01"
"5676",2015,"Santa Catarina","sep",156,"2015-01-01"
"5677",2016,"Santa Catarina","sep",644,"2016-01-01"
"5678",2017,"Santa Catarina","sep",626,"2017-01-01"
"5679",1998,"Santa Catarina","oct",4,"1998-01-01"
"5680",1999,"Santa Catarina","oct",16,"1999-01-01"
"5681",2000,"Santa Catarina","oct",55,"2000-01-01"
"5682",2001,"Santa Catarina","oct",26,"2001-01-01"
"5683",2002,"Santa Catarina","oct",42,"2002-01-01"
"5684",2003,"Santa Catarina","oct",669,"2003-01-01"
"5685",2004,"Santa Catarina","oct",704,"2004-01-01"
"5686",2005,"Santa Catarina","oct",197,"2005-01-01"
"5687",2006,"Santa Catarina","oct",269,"2006-01-01"
"5688",2007,"Santa Catarina","oct",35,"2007-01-01"
"5689",2008,"Santa Catarina","oct",56,"2008-01-01"
"5690",2009,"Santa Catarina","oct",252,"2009-01-01"
"5691",2010,"Santa Catarina","oct",76,"2010-01-01"
"5692",2011,"Santa Catarina","oct",102,"2011-01-01"
"5693",2012,"Santa Catarina","oct",34,"2012-01-01"
"5694",2013,"Santa Catarina","oct",107,"2013-01-01"
"5695",2014,"Santa Catarina","oct",122,"2014-01-01"
"5696",2015,"Santa Catarina","oct",21,"2015-01-01"
"5697",2016,"Santa Catarina","oct",56,"2016-01-01"
"5698",2017,"Santa Catarina","oct",51,"2017-01-01"
"5699",1998,"Santa Catarina","nov",21,"1998-01-01"
"5700",1999,"Santa Catarina","nov",84,"1999-01-01"
"5701",2000,"Santa Catarina","nov",19,"2000-01-01"
"5702",2001,"Santa Catarina","nov",66,"2001-01-01"
"5703",2002,"Santa Catarina","nov",348,"2002-01-01"
"5704",2003,"Santa Catarina","nov",347,"2003-01-01"
"5705",2004,"Santa Catarina","nov",279,"2004-01-01"
"5706",2005,"Santa Catarina","nov",384,"2005-01-01"
"5707",2006,"Santa Catarina","nov",45,"2006-01-01"
"5708",2007,"Santa Catarina","nov",26,"2007-01-01"
"5709",2008,"Santa Catarina","nov",16,"2008-01-01"
"5710",2009,"Santa Catarina","nov",61,"2009-01-01"
"5711",2010,"Santa Catarina","nov",88,"2010-01-01"
"5712",2011,"Santa Catarina","nov",79,"2011-01-01"
"5713",2012,"Santa Catarina","nov",72,"2012-01-01"
"5714",2013,"Santa Catarina","nov",84,"2013-01-01"
"5715",2014,"Santa Catarina","nov",43,"2014-01-01"
"5716",2015,"Santa Catarina","nov",9,"2015-01-01"
"5717",2016,"Santa Catarina","nov",156,"2016-01-01"
"5718",2017,"Santa Catarina","nov",152,"2017-01-01"
"5719",1998,"Santa Catarina","dec",26,"1998-01-01"
"5720",1999,"Santa Catarina","dec",89,"1999-01-01"
"5721",2000,"Santa Catarina","dec",29,"2000-01-01"
"5722",2001,"Santa Catarina","dec",45,"2001-01-01"
"5723",2002,"Santa Catarina","dec",76,"2002-01-01"
"5724",2003,"Santa Catarina","dec",129,"2003-01-01"
"5725",2004,"Santa Catarina","dec",68,"2004-01-01"
"5726",2005,"Santa Catarina","dec",17,"2005-01-01"
"5727",2006,"Santa Catarina","dec",7,"2006-01-01"
"5728",2007,"Santa Catarina","dec",17,"2007-01-01"
"5729",2008,"Santa Catarina","dec",29,"2008-01-01"
"5730",2009,"Santa Catarina","dec",20,"2009-01-01"
"5731",2010,"Santa Catarina","dec",23,"2010-01-01"
"5732",2011,"Santa Catarina","dec",24,"2011-01-01"
"5733",2012,"Santa Catarina","dec",32,"2012-01-01"
"5734",2013,"Santa Catarina","dec",74,"2013-01-01"
"5735",2014,"Santa Catarina","dec",45,"2014-01-01"
"5736",2015,"Santa Catarina","dec",19,"2015-01-01"
"5737",2016,"Santa Catarina","dec",20,"2016-01-01"
"5738",1998,"Sao Paulo","jan",0,"1998-01-01"
"5739",1999,"Sao Paulo","jan",7,"1999-01-01"
"5740",2000,"Sao Paulo","jan",36,"2000-01-01"
"5741",2001,"Sao Paulo","jan",26,"2001-01-01"
"5742",2002,"Sao Paulo","jan",19,"2002-01-01"
"5743",2003,"Sao Paulo","jan",59,"2003-01-01"
"5744",2004,"Sao Paulo","jan",37,"2004-01-01"
"5745",2005,"Sao Paulo","jan",26,"2005-01-01"
"5746",2006,"Sao Paulo","jan",76,"2006-01-01"
"5747",2007,"Sao Paulo","jan",14,"2007-01-01"
"5748",2008,"Sao Paulo","jan",34,"2008-01-01"
"5749",2009,"Sao Paulo","jan",12,"2009-01-01"
"5750",2010,"Sao Paulo","jan",45,"2010-01-01"
"5751",2011,"Sao Paulo","jan",75,"2011-01-01"
"5752",2012,"Sao Paulo","jan",38,"2012-01-01"
"5753",2013,"Sao Paulo","jan",36,"2013-01-01"
"5754",2014,"Sao Paulo","jan",99,"2014-01-01"
"5755",2015,"Sao Paulo","jan",120,"2015-01-01"
"5756",2016,"Sao Paulo","jan",85,"2016-01-01"
"5757",2017,"Sao Paulo","jan",28,"2017-01-01"
"5758",1998,"Sao Paulo","feb",0,"1998-01-01"
"5759",1999,"Sao Paulo","feb",47,"1999-01-01"
"5760",2000,"Sao Paulo","feb",25,"2000-01-01"
"5761",2001,"Sao Paulo","feb",25,"2001-01-01"
"5762",2002,"Sao Paulo","feb",19,"2002-01-01"
"5763",2003,"Sao Paulo","feb",137,"2003-01-01"
"5764",2004,"Sao Paulo","feb",41,"2004-01-01"
"5765",2005,"Sao Paulo","feb",78,"2005-01-01"
"5766",2006,"Sao Paulo","feb",59,"2006-01-01"
"5767",2007,"Sao Paulo","feb",96,"2007-01-01"
"5768",2008,"Sao Paulo","feb",30,"2008-01-01"
"5769",2009,"Sao Paulo","feb",65,"2009-01-01"
"5770",2010,"Sao Paulo","feb",152,"2010-01-01"
"5771",2011,"Sao Paulo","feb",73,"2011-01-01"
"5772",2012,"Sao Paulo","feb",81,"2012-01-01"
"5773",2013,"Sao Paulo","feb",100,"2013-01-01"
"5774",2014,"Sao Paulo","feb",112,"2014-01-01"
"5775",2015,"Sao Paulo","feb",69,"2015-01-01"
"5776",2016,"Sao Paulo","feb",188,"2016-01-01"
"5777",2017,"Sao Paulo","feb",107,"2017-01-01"
"5778",1998,"Sao Paulo","mar",0,"1998-01-01"
"5779",1999,"Sao Paulo","mar",78,"1999-01-01"
"5780",2000,"Sao Paulo","mar",26,"2000-01-01"
"5781",2001,"Sao Paulo","mar",35,"2001-01-01"
"5782",2002,"Sao Paulo","mar",111,"2002-01-01"
"5783",2003,"Sao Paulo","mar",86,"2003-01-01"
"5784",2004,"Sao Paulo","mar",73,"2004-01-01"
"5785",2005,"Sao Paulo","mar",73,"2005-01-01"
"5786",2006,"Sao Paulo","mar",106,"2006-01-01"
"5787",2007,"Sao Paulo","mar",152,"2007-01-01"
"5788",2008,"Sao Paulo","mar",72,"2008-01-01"
"5789",2009,"Sao Paulo","mar",55,"2009-01-01"
"5790",2010,"Sao Paulo","mar",111,"2010-01-01"
"5791",2011,"Sao Paulo","mar",45,"2011-01-01"
"5792",2012,"Sao Paulo","mar",99,"2012-01-01"
"5793",2013,"Sao Paulo","mar",57,"2013-01-01"
"5794",2014,"Sao Paulo","mar",75,"2014-01-01"
"5795",2015,"Sao Paulo","mar",68,"2015-01-01"
"5796",2016,"Sao Paulo","mar",82,"2016-01-01"
"5797",2017,"Sao Paulo","mar",103,"2017-01-01"
"5798",1998,"Sao Paulo","apr",0,"1998-01-01"
"5799",1999,"Sao Paulo","apr",291,"1999-01-01"
"5800",2000,"Sao Paulo","apr",102,"2000-01-01"
"5801",2001,"Sao Paulo","apr",61,"2001-01-01"
"5802",2002,"Sao Paulo","apr",178,"2002-01-01"
"5803",2003,"Sao Paulo","apr",106,"2003-01-01"
"5804",2004,"Sao Paulo","apr",36,"2004-01-01"
"5805",2005,"Sao Paulo","apr",62,"2005-01-01"
"5806",2006,"Sao Paulo","apr",63,"2006-01-01"
"5807",2007,"Sao Paulo","apr",44,"2007-01-01"
"5808",2008,"Sao Paulo","apr",84,"2008-01-01"
"5809",2009,"Sao Paulo","apr",67,"2009-01-01"
"5810",2010,"Sao Paulo","apr",91,"2010-01-01"
"5811",2011,"Sao Paulo","apr",52,"2011-01-01"
"5812",2012,"Sao Paulo","apr",82,"2012-01-01"
"5813",2013,"Sao Paulo","apr",103,"2013-01-01"
"5814",2014,"Sao Paulo","apr",103,"2014-01-01"
"5815",2015,"Sao Paulo","apr",76,"2015-01-01"
"5816",2016,"Sao Paulo","apr",307,"2016-01-01"
"5817",2017,"Sao Paulo","apr",41,"2017-01-01"
"5818",1998,"Sao Paulo","may",0,"1998-01-01"
"5819",1999,"Sao Paulo","may",500,"1999-01-01"
"5820",2000,"Sao Paulo","may",300,"2000-01-01"
"5821",2001,"Sao Paulo","may",211,"2001-01-01"
"5822",2002,"Sao Paulo","may",319,"2002-01-01"
"5823",2003,"Sao Paulo","may",69,"2003-01-01"
"5824",2004,"Sao Paulo","may",60,"2004-01-01"
"5825",2005,"Sao Paulo","may",212,"2005-01-01"
"5826",2006,"Sao Paulo","may",88,"2006-01-01"
"5827",2007,"Sao Paulo","may",69,"2007-01-01"
"5828",2008,"Sao Paulo","may",40,"2008-01-01"
"5829",2009,"Sao Paulo","may",142,"2009-01-01"
"5830",2010,"Sao Paulo","may",150,"2010-01-01"
"5831",2011,"Sao Paulo","may",136,"2011-01-01"
"5832",2012,"Sao Paulo","may",82,"2012-01-01"
"5833",2013,"Sao Paulo","may",118,"2013-01-01"
"5834",2014,"Sao Paulo","may",181,"2014-01-01"
"5835",2015,"Sao Paulo","may",65,"2015-01-01"
"5836",2016,"Sao Paulo","may",139,"2016-01-01"
"5837",2017,"Sao Paulo","may",43,"2017-01-01"
"5838",1998,"Sao Paulo","jun",451,"1998-01-01"
"5839",1999,"Sao Paulo","jun",522,"1999-01-01"
"5840",2000,"Sao Paulo","jun",606,"2000-01-01"
"5841",2001,"Sao Paulo","jun",346,"2001-01-01"
"5842",2002,"Sao Paulo","jun",562,"2002-01-01"
"5843",2003,"Sao Paulo","jun",132,"2003-01-01"
"5844",2004,"Sao Paulo","jun",231,"2004-01-01"
"5845",2005,"Sao Paulo","jun",236,"2005-01-01"
"5846",2006,"Sao Paulo","jun",97,"2006-01-01"
"5847",2007,"Sao Paulo","jun",91,"2007-01-01"
"5848",2008,"Sao Paulo","jun",25,"2008-01-01"
"5849",2009,"Sao Paulo","jun",125,"2009-01-01"
"5850",2010,"Sao Paulo","jun",143,"2010-01-01"
"5851",2011,"Sao Paulo","jun",210,"2011-01-01"
"5852",2012,"Sao Paulo","jun",30,"2012-01-01"
"5853",2013,"Sao Paulo","jun",47,"2013-01-01"
"5854",2014,"Sao Paulo","jun",331,"2014-01-01"
"5855",2015,"Sao Paulo","jun",147,"2015-01-01"
"5856",2016,"Sao Paulo","jun",197,"2016-01-01"
"5857",2017,"Sao Paulo","jun",217,"2017-01-01"
"5858",1998,"Sao Paulo","jul",596,"1998-01-01"
"5859",1999,"Sao Paulo","jul",684,"1999-01-01"
"5860",2000,"Sao Paulo","jul",770,"2000-01-01"
"5861",2001,"Sao Paulo","jul",538,"2001-01-01"
"5862",2002,"Sao Paulo","jul",448,"2002-01-01"
